filename,model_1_response,model_2_response
brithard1.jpg,"Error: BadRequestError, (Request ID: Root=1-6900e59b-409418995630bb4a56449e58;51fbe939-0709-404e-9d25-cef8ddf75df6)

Bad request:
{'message': ""The requested model 'lmms-lab/LLaVA-OneVision-1.5-8B-Instruct' is not supported by any provider you have enabled."", 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_supported'}","Error: BadRequestError, (Request ID: Root=1-6900e59c-4490328d5b0c29976824acf4;179a3dab-4ecf-4a4b-bb2e-bdbcf7c0dd8f)

Bad request:
{'message': ""The requested model 'PsiPi/NousResearch_Nous-Hermes-2-Vision-GGUF' is not supported by any provider you have enabled."", 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_supported'}"
brithard2.jpg,"Error: BadRequestError, (Request ID: Root=1-6900e59c-280d1f75206d1d8e036fe8ae;fc590228-9262-41b9-99b6-ec963c6ed6ac)

Bad request:
{'message': ""The requested model 'lmms-lab/LLaVA-OneVision-1.5-8B-Instruct' is not supported by any provider you have enabled."", 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_supported'}","Error: BadRequestError, (Request ID: Root=1-6900e59c-7db6c29b2f7f687609f1b9e6;b28f4903-6bb9-4a95-9015-4bdf91b98ec0)

Bad request:
{'message': ""The requested model 'PsiPi/NousResearch_Nous-Hermes-2-Vision-GGUF' is not supported by any provider you have enabled."", 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_supported'}"
brithard3.jpg,"Error: BadRequestError, (Request ID: Root=1-6900e59c-165267ac4c1c217831b1e8fa;a0a10de3-ef32-4213-83b9-d65652ca4d1d)

Bad request:
{'message': ""The requested model 'lmms-lab/LLaVA-OneVision-1.5-8B-Instruct' is not supported by any provider you have enabled."", 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_supported'}","Error: BadRequestError, (Request ID: Root=1-6900e59d-0051a98063762f4b1f1823b3;4453a2e3-8fe9-4519-8ec9-602ca139a753)

Bad request:
{'message': ""The requested model 'PsiPi/NousResearch_Nous-Hermes-2-Vision-GGUF' is not supported by any provider you have enabled."", 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_supported'}"
brithard4.jpg,"Error: BadRequestError, (Request ID: Root=1-6900e59d-2296ca8b4904a1e87663b05c;2e31bd42-bc79-46cc-bde2-30ef5bce1ae9)

Bad request:
{'message': ""The requested model 'lmms-lab/LLaVA-OneVision-1.5-8B-Instruct' is not supported by any provider you have enabled."", 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_supported'}","Error: BadRequestError, (Request ID: Root=1-6900e59d-0f2e55c315a4dc440be9617e;58ce8229-4ba2-4b6f-97c6-a8a7d7713d4e)

Bad request:
{'message': ""The requested model 'PsiPi/NousResearch_Nous-Hermes-2-Vision-GGUF' is not supported by any provider you have enabled."", 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_supported'}"
random1.jpg,"Error: BadRequestError, (Request ID: Root=1-6900e59d-6ffe7a5332a9dd8e20f0ddfb;b2fd12c0-f031-4b53-8174-08ca6e99125f)

Bad request:
{'message': ""The requested model 'lmms-lab/LLaVA-OneVision-1.5-8B-Instruct' is not supported by any provider you have enabled."", 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_supported'}","Error: BadRequestError, (Request ID: Root=1-6900e59e-68c54b806c4a00301c1e49f4;c6300cc1-05fd-465e-a90d-d4656ef09f2e)

Bad request:
{'message': ""The requested model 'PsiPi/NousResearch_Nous-Hermes-2-Vision-GGUF' is not supported by any provider you have enabled."", 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_supported'}"
random2.jpg,"Error: BadRequestError, (Request ID: Root=1-6900e59e-67fffbf31b9998852c1a7b71;11f2cfce-aaa7-427e-adf8-0419f42ed0ec)

Bad request:
{'message': ""The requested model 'lmms-lab/LLaVA-OneVision-1.5-8B-Instruct' is not supported by any provider you have enabled."", 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_supported'}","Error: BadRequestError, (Request ID: Root=1-6900e59e-0b4a17ac15a467a90f24dcdf;2f1ddd86-6311-4fc2-ab2f-7f6e75647e38)

Bad request:
{'message': ""The requested model 'PsiPi/NousResearch_Nous-Hermes-2-Vision-GGUF' is not supported by any provider you have enabled."", 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_supported'}"
random3.jpg,"Error: BadRequestError, (Request ID: Root=1-6900e59f-2f5b61853744883f2589002b;67a95b63-c913-4368-86da-27143750225c)

Bad request:
{'message': ""The requested model 'lmms-lab/LLaVA-OneVision-1.5-8B-Instruct' is not supported by any provider you have enabled."", 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_supported'}","Error: BadRequestError, (Request ID: Root=1-6900e59f-37b863c2554e51d90dbc6473;406cd98c-7204-48d3-a93d-bbad51304e82)

Bad request:
{'message': ""The requested model 'PsiPi/NousResearch_Nous-Hermes-2-Vision-GGUF' is not supported by any provider you have enabled."", 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_supported'}"
random4.jpg,"Error: BadRequestError, (Request ID: Root=1-6900e59f-0426e7404e376d490538c938;efda31f7-5ae8-4907-808b-4939e7cb982b)

Bad request:
{'message': ""The requested model 'lmms-lab/LLaVA-OneVision-1.5-8B-Instruct' is not supported by any provider you have enabled."", 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_supported'}","Error: BadRequestError, (Request ID: Root=1-6900e59f-772d26d22213495c7fe7dc5e;e8b9751f-1e2c-4424-8d3d-c5c5febbf8bf)

Bad request:
{'message': ""The requested model 'PsiPi/NousResearch_Nous-Hermes-2-Vision-GGUF' is not supported by any provider you have enabled."", 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_supported'}"
random5.jpg,"Error: BadRequestError, (Request ID: Root=1-6900e5a0-40bf722167b04ec146169022;40fe4d49-da52-4b89-b231-e69be11c7e04)

Bad request:
{'message': ""The requested model 'lmms-lab/LLaVA-OneVision-1.5-8B-Instruct' is not supported by any provider you have enabled."", 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_supported'}","Error: BadRequestError, (Request ID: Root=1-6900e5a0-3a7ac91f5eef0f432837db3c;3c7feda2-c0eb-4239-9a31-0a514888dd20)

Bad request:
{'message': ""The requested model 'PsiPi/NousResearch_Nous-Hermes-2-Vision-GGUF' is not supported by any provider you have enabled."", 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_supported'}"
random6.jpg,"Error: BadRequestError, (Request ID: Root=1-6900e5a0-518de61328fab03200ca6445;f50cfd32-c730-4e50-92a1-4f9b8642c1bd)

Bad request:
{'message': ""The requested model 'lmms-lab/LLaVA-OneVision-1.5-8B-Instruct' is not supported by any provider you have enabled."", 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_supported'}","Error: BadRequestError, (Request ID: Root=1-6900e5a0-39f86822526e6e1c27784e87;54d872b3-255f-41f7-baa0-f164ae3c1f54)

Bad request:
{'message': ""The requested model 'PsiPi/NousResearch_Nous-Hermes-2-Vision-GGUF' is not supported by any provider you have enabled."", 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_supported'}"
rus1.jpg,"Error: BadRequestError, (Request ID: Root=1-6900e5a1-07b980ab1547bfb23b00bf80;54be3fa1-1cc6-4ff3-aced-877c8f743ac2)

Bad request:
{'message': ""The requested model 'lmms-lab/LLaVA-OneVision-1.5-8B-Instruct' is not supported by any provider you have enabled."", 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_supported'}","Error: BadRequestError, (Request ID: Root=1-6900e5a1-004e0fb2316106e242759d0f;6c1c057a-f665-4a9a-84ea-c421b1ef2336)

Bad request:
{'message': ""The requested model 'PsiPi/NousResearch_Nous-Hermes-2-Vision-GGUF' is not supported by any provider you have enabled."", 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_supported'}"
rus2.jpg,"Error: BadRequestError, (Request ID: Root=1-6900e5a1-7db1f0f77ae472801bd8f96c;eaa056b3-cb1d-408e-bca2-c81cedcb0f3d)

Bad request:
{'message': ""The requested model 'lmms-lab/LLaVA-OneVision-1.5-8B-Instruct' is not supported by any provider you have enabled."", 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_supported'}","Error: BadRequestError, (Request ID: Root=1-6900e5a1-3dcbb3537fdf3d1f400ccf9e;f44feb74-ad01-442d-a81d-8a488fb1d622)

Bad request:
{'message': ""The requested model 'PsiPi/NousResearch_Nous-Hermes-2-Vision-GGUF' is not supported by any provider you have enabled."", 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_supported'}"
rus3.jpg,"Error: BadRequestError, (Request ID: Root=1-6900e5a2-5cfb737a45d4fdd2249e4c90;6ad50d53-a2eb-4723-864e-526bfa08140e)

Bad request:
{'message': ""The requested model 'lmms-lab/LLaVA-OneVision-1.5-8B-Instruct' is not supported by any provider you have enabled."", 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_supported'}","Error: BadRequestError, (Request ID: Root=1-6900e5a2-66d4d088480e2bd2698bd56c;756d8bb2-039a-4116-9b40-231e5ab2ff58)

Bad request:
{'message': ""The requested model 'PsiPi/NousResearch_Nous-Hermes-2-Vision-GGUF' is not supported by any provider you have enabled."", 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_supported'}"
rus4.jpg,"Error: BadRequestError, (Request ID: Root=1-6900e5a2-1451363b28510fae367e0509;3bd90107-7c1c-40e6-ac7c-c9212b2c9c17)

Bad request:
{'message': ""The requested model 'lmms-lab/LLaVA-OneVision-1.5-8B-Instruct' is not supported by any provider you have enabled."", 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_supported'}","Error: BadRequestError, (Request ID: Root=1-6900e5a2-6131091c0b1fe4c7123e2b88;cc61f4dc-f6d1-4fad-a345-d6a96a7d0554)

Bad request:
{'message': ""The requested model 'PsiPi/NousResearch_Nous-Hermes-2-Vision-GGUF' is not supported by any provider you have enabled."", 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_supported'}"
rus5.jpg,"Error: BadRequestError, (Request ID: Root=1-6900e5a3-61f62dc46ee2fa136a7344c5;7d984801-2211-47f2-b08e-a11230898c78)

Bad request:
{'message': ""The requested model 'lmms-lab/LLaVA-OneVision-1.5-8B-Instruct' is not supported by any provider you have enabled."", 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_supported'}","Error: BadRequestError, (Request ID: Root=1-6900e5a3-4e89bdde75bc65747eb4046b;44d25405-4d7c-4a9c-b93f-59f3f66cacac)

Bad request:
{'message': ""The requested model 'PsiPi/NousResearch_Nous-Hermes-2-Vision-GGUF' is not supported by any provider you have enabled."", 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_supported'}"
scot1.jpg,"Error: BadRequestError, (Request ID: Root=1-6900e5a3-612f7c9a19261bcb4279559a;77a3844c-1485-4db5-861d-abe102dc0ccc)

Bad request:
{'message': ""The requested model 'lmms-lab/LLaVA-OneVision-1.5-8B-Instruct' is not supported by any provider you have enabled."", 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_supported'}","Error: BadRequestError, (Request ID: Root=1-6900e5a3-165f42ec1728b13e034d82d4;69238158-9270-4857-8f37-fee18fb43bfa)

Bad request:
{'message': ""The requested model 'PsiPi/NousResearch_Nous-Hermes-2-Vision-GGUF' is not supported by any provider you have enabled."", 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_supported'}"
scot2.jpg,"Error: BadRequestError, (Request ID: Root=1-6900e5a3-76b9daa8130cdcf70bcf6b0a;ada533a4-08e9-467a-8f6e-4ec528b92f0c)

Bad request:
{'message': ""The requested model 'lmms-lab/LLaVA-OneVision-1.5-8B-Instruct' is not supported by any provider you have enabled."", 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_supported'}","Error: BadRequestError, (Request ID: Root=1-6900e5a4-081767d04ecb39ba0f3c93c8;cf264f5f-10e7-426a-b21d-b8517fcc7d77)

Bad request:
{'message': ""The requested model 'PsiPi/NousResearch_Nous-Hermes-2-Vision-GGUF' is not supported by any provider you have enabled."", 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_supported'}"
scot3.jpg,"Error: BadRequestError, (Request ID: Root=1-6900e5a4-608b9ba27fbb050510c4e221;5c8719c4-7b49-4401-b482-c2ca7f6ca9ef)

Bad request:
{'message': ""The requested model 'lmms-lab/LLaVA-OneVision-1.5-8B-Instruct' is not supported by any provider you have enabled."", 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_supported'}","Error: BadRequestError, (Request ID: Root=1-6900e5a4-2782c93b6689f1271b24dae7;fb09596a-5957-4464-8e77-1b40fec5208b)

Bad request:
{'message': ""The requested model 'PsiPi/NousResearch_Nous-Hermes-2-Vision-GGUF' is not supported by any provider you have enabled."", 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_supported'}"
scot4.jpg,"Error: BadRequestError, (Request ID: Root=1-6900e5a5-638bd13838fc7cd83a354f93;9f838cf8-11a8-475c-918b-d845ff91850d)

Bad request:
{'message': ""The requested model 'lmms-lab/LLaVA-OneVision-1.5-8B-Instruct' is not supported by any provider you have enabled."", 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_supported'}","Error: BadRequestError, (Request ID: Root=1-6900e5a5-4fce56a169c40c5b6aceaf56;0adb3df5-8a25-4d8a-9044-df0b16987609)

Bad request:
{'message': ""The requested model 'PsiPi/NousResearch_Nous-Hermes-2-Vision-GGUF' is not supported by any provider you have enabled."", 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_supported'}"
scot5.jpg,"Error: BadRequestError, (Request ID: Root=1-6900e5a5-7263d28a35de000040b1ed4e;c06789c6-6e00-42f2-b235-5d208ae4c4fb)

Bad request:
{'message': ""The requested model 'lmms-lab/LLaVA-OneVision-1.5-8B-Instruct' is not supported by any provider you have enabled."", 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_supported'}","Error: BadRequestError, (Request ID: Root=1-6900e5a6-25c2e02848b1a7717009f33e;c8f25046-688d-405c-b91e-55c3355f82d9)

Bad request:
{'message': ""The requested model 'PsiPi/NousResearch_Nous-Hermes-2-Vision-GGUF' is not supported by any provider you have enabled."", 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_supported'}"
